trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",30,0,-5.694307921339815,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",25,2,28.724690592832218,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,0,11.723739800713131,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263504}",30,20,19.760841685056246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",20,1,-15.477722600210651,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.8253068684916824, 'e': 0.14660696213035015}",20,13,11.996064501856925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",30,20,17.536211982385154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",20,0,33.06068362943267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",20,16,8.177558000635193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,12,12.99847873955735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",35,14,26.06335812838435,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",25,9,15.918479879824595,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",30,18,22.968768053974735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",25,14,18.850913623616965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",25,17,15.809414276872735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",20,14,10.472471328779275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",20,7,11.811581484798559,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",20,6,20.987594508183506,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",25,3,35.377132341307124,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",20,6,4.009700814989568,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",25,11,10.143926620219226,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,12,15.42276243474708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",20,11,-7.329098914849677,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",25,14,19.832594619523366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",30,8,37.16554480720527,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",35,21,28.109132470972437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",20,16,8.181134448991378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",20,1,14.4308569812015,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",20,12,1.8195589665855871,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",25,4,32.102892288824314,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",25,12,23.6159403493857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",20,6,12.343531217628183,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",25,5,20.430692598814325,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",25,11,26.29464891028647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",20,6,23.78005902390916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",30,13,35.31116599267013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",20,12,17.148945473881376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",25,14,19.86087604683924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",20,0,33.78405223479538,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",20,0,18.07102424664552,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",20,13,17.17587449656609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",20,14,11.84906048760342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",20,16,10.392347386939147,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",20,14,2.3046884914889803,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",20,12,1.442106842089375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,7.613190105560882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,11.99484358997692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,14,21.590643099500568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,8.471087923065255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,5,28.287687847684218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,22.467326525084545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,21.674962885744723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,16,26.491685139509183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,10.293017259632064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,15.74560135233399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,15,10.789458636718214,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,15,8.704445189802874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,17,12.219971064749991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,10,35.34145611652852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,9,21.705489079567542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,21,19.748536282357335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,12,14.224847663083354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,16,15.480786858597334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,18,23.393720668805443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,17.6435631036793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,10,17.634107145807757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,13,12.804431897383461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,17,14.862225519121385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,9,30.460499632310338,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,9,21.897373833157097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,13,19.70709882939943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,8,17.136225706861552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,3,25.855463512942457,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,12,15.180719743510561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,13,14.02869400918539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",35,23,23.346653183145627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,12,15.668032414318496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,8,23.34279256067943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,10,19.358359898670848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,16,16.402278992958884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,16,10.184471677284929,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,13,21.975717430383693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,10,17.176613002372196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",30,18,26.13576867179928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",35,18,33.25937348753146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,9,20.96909688265881,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",30,19,22.394302606102606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,10,21.28252827255582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,15,18.00511377073347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,18,14.48434834429958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,12,16.39957111504218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,15,18.80883888686701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,20,11.73331209144064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,11,25.054640041768536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,16,25.378111972060456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
