trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9900498337491681}",20,0,-233.35184062819195,"{0: 8, 1: 0, 2: 8, 3: 0, 4: 4}",0
2,False,"{'a': 0.9, 'e': 0.9801986733067553}",20,0,-114.75863576196761,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
3,False,"{'a': 0.9, 'e': 0.9704455335485082}",25,0,-109.9232528243663,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.9, 'e': 0.9607894391523232}",20,0,-1.3548697960969438,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.951229424500714}",25,10,13.78550015046504,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
6,False,"{'a': 0.9, 'e': 0.9417645335842487}",20,0,-72.89058499868993,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.9323938199059483}",25,13,-19.71396788535565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,False,"{'a': 0.9, 'e': 0.9231163463866358}",25,15,-24.169929194453776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
9,False,"{'a': 0.9, 'e': 0.9139311852712282}",20,7,19.013038867460885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.9, 'e': 0.9048374180359595}",20,6,-41.98933890310893,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
11,False,"{'a': 0.9, 'e': 0.8958341352965282}",25,0,-5.353867918907738,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
12,False,"{'a': 0.9, 'e': 0.8869204367171575}",30,6,10.56456830194812,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,False,"{'a': 0.9, 'e': 0.8780954309205613}",20,16,8.961589810211684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.9, 'e': 0.8693582353988059}",20,0,21.821967356901116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.9, 'e': 0.8607079764250578}",20,0,2.1752835846864227,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,False,"{'a': 0.9, 'e': 0.8521437889662113}",30,9,-5.052783056776828,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
17,False,"{'a': 0.9, 'e': 0.8436648165963837}",25,0,-24.370543167895903,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
18,False,"{'a': 0.9, 'e': 0.835270211411272}",25,3,-4.623972727772003,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
19,False,"{'a': 0.9, 'e': 0.8269591339433623}",30,17,10.419209908612801,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 0.8187307530779818}",25,0,32.57273235617015,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.9, 'e': 0.8105842459701871}",25,0,14.778309051189177,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
22,False,"{'a': 0.9, 'e': 0.8025187979624785}",20,12,13.871633433941822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 0.794533602503334}",20,0,29.74078117623836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.9, 'e': 0.7866278610665535}",35,15,-5.576621450040022,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
25,False,"{'a': 0.9, 'e': 0.7788007830714049}",20,14,11.436487277520259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.9, 'e': 0.7710515858035663}",25,17,-27.925135716056793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
27,False,"{'a': 0.9, 'e': 0.7633794943368531}",20,8,9.318628907371247,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.9, 'e': 0.7557837414557255}",30,22,15.944877021930433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.9, 'e': 0.7482635675785653}",25,0,28.811613899257353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.9, 'e': 0.7408182206817179}",25,0,23.663135162492157,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.9, 'e': 0.7334469562242892}",25,8,27.5349803165132,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.9, 'e': 0.7261490370736909}",25,16,14.726991786609416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.9, 'e': 0.7189237334319262}",25,1,12.579105406055621,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
34,False,"{'a': 0.9, 'e': 0.7117703227626098}",30,13,5.120548095742358,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
35,False,"{'a': 0.9, 'e': 0.7046880897187134}",25,17,11.764254974634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.697676326071031}",20,8,23.8348914649917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.6907343306373547}",20,11,12.514027245001117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.6838614092123558}",30,12,20.137986310887854,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.6770568744981647}",35,1,13.32920955637028,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 0}",1
40,False,"{'a': 0.9, 'e': 0.6703200460356393}",30,16,20.365177758069592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.6636502501363194}",25,14,18.166188026341615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.9, 'e': 0.6570468198150569}",30,18,19.608268166081494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.6505090947233165}",20,14,15.253658366194589,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.9, 'e': 0.6440364210831414}",25,0,34.37702936687805,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
45,False,"{'a': 0.9, 'e': 0.6376281516217733}",25,4,-8.380293450013294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
46,False,"{'a': 0.9, 'e': 0.631283645506926}",25,11,23.19351379863572,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.9, 'e': 0.6250022682827008}",20,16,8.343476096024217,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.6187833918061408}",20,14,13.243802036831585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.6126263941844161}",20,0,28.85766873080722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.9, 'e': 0.6065306597126334}",20,5,22.672599419600466,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.9, 'e': 0.600495578812266}",25,20,8.598451308183183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.9, 'e': 0.5945205479701944}",30,15,22.783650574454395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.9, 'e': 0.5886049696783552}",20,11,15.941660818640344,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.9, 'e': 0.5827482523739896}",20,0,27.18871260279709,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.9, 'e': 0.5769498103804866}",25,0,-4.013812535647709,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
56,False,"{'a': 0.9, 'e': 0.5712090638488149}",25,19,9.413220677382041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.9, 'e': 0.5655254386995371}",30,4,35.23481799871509,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.9, 'e': 0.559898366565402}",25,20,10.082073131851448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.5543272847345071}",25,9,25.1876608397299,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.5488116360940265}",35,4,35.85801871669023,"{0: 30, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.5433508690744998}",25,7,33.12767061101523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.5379444375946745}",25,9,22.47493438180997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.5325918010068972}",30,19,20.9193099246935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.9, 'e': 0.5272924240430485}",20,0,25.347946120449418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.9, 'e': 0.522045776761016}",20,13,14.56523113848101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.9, 'e': 0.5168513344916993}",25,10,29.780395964650236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.5117085777865424}",25,16,17.287653728931502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.9, 'e': 0.5066169923655897}",25,19,11.710509060562568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.9, 'e': 0.5015760690660556}",20,0,33.23816106463204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
70,False,"{'a': 0.9, 'e': 0.4965853037914095}",20,11,17.983806802958885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.49164419746096516}",25,14,21.64872742465048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.9, 'e': 0.4867522559599717}",20,7,19.321450995912336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.9, 'e': 0.48190899009020244}",20,11,19.9964429404285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.47711391552103444}",20,8,20.66833964089589,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.9, 'e': 0.47236655274101474}",30,22,13.329058522317682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.9, 'e': 0.46766642700990924}",20,0,30.04325966247268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.9, 'e': 0.46301306831122807}",25,15,20.05063549368889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.45840601130522357}",25,19,13.071811893185743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.9, 'e': 0.45384479528235583}",25,12,28.188525755428913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.9, 'e': 0.44932896411722156}",30,15,28.288580569241702,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.4448580662229411}",20,3,24.721587323351283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.44043165450599925}",20,14,11.18429693366496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.43604928632153556}",25,16,14.833315887532663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.43171052342907973}",25,11,23.189375684203874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.9, 'e': 0.4274149319487267}",35,22,19.265280818795034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.9, 'e': 0.4231620823177488}",20,9,19.42085996560975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.418951549247639}",20,6,21.29108546018717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.9, 'e': 0.4147829116815814}",25,17,12.699269082381674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 0.4106557527523455}",25,7,27.086108904021028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.4065696597405991}",25,15,20.701809845910017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 0.40252422403363597}",25,18,12.85312102489095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 0.3985190410845142}",25,16,1.3272830671114375,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 0.39455371037160114}",35,12,41.932725796028194,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.9, 'e': 0.3906278353585211}",20,0,29.710425662050742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.9, 'e': 0.3867410234545012}",20,6,24.00142299035532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 0.38289288597511206}",25,19,12.427041276657153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.37908303810339883}",30,12,31.91518716433537,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.9, 'e': 0.37531109885139957}",20,14,9.841617034947419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.9, 'e': 0.3715766910220457}",20,13,12.80410582647872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.9, 'e': 0.36787944117144233}",20,14,9.238913288086525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.9, 'e': 0.3642189795715233}",25,13,21.107429275299236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.9, 'e': 0.3605949401730783}",20,13,1.3231927274097064,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
